	different and better.i have owned both kindle 1 and kindle 2, so i'm already committed to the basic idea: e-ink reading in a slim form factor with excellent connectivity to a large selection of books and subscriptions.	1
	i have come to rely on my kindle experience, and it has seriously enhanced my reading.	1
	the dx was not an obvious upgrade for me, but two features put me over the edge: the larger screen, and the native pdf reader.	1
	i now have the dx in my hands, and can report pros, cons, and neutrals: pros: -- the larger screen is a definite plus.	1
	i use the larger type size on my kindle 2 (older eyes), and at this type size i get far more text per page on the dx.	1
	this makes the whole reading experience more book-like (and should be a boon to people who buy large-print books.)	1
	-- the screen is also sharper and crisper than my kindle 2 in a side-by-side comparison: the text is darker, and the contrast is much better, making for better visibility overall.	1
	-- on a side note, the larger screen also makes it possible to read poetry on the kindle, even at large type sizes.	1
	on earlier kindles, the smaller screen cut off lines, so that you would lose the sense of when the poet ended the line.	1
	on the dx, you can see the whole line exactly as the poet meant it, with the cut-off in the right spot.	1
	-- the pdf reader works as advertised, and is extremely convenient.	1
	pdf documents appear on the dx exactly as they do on a computer screen.	1
	moreover, you can drag and drop your documents directly to the device using the usb cable (or use the for-a-fee email if you absolutely must.)	1
	the only downside: at least for the documents that i've used so far, i cannot adjust the type size as i can with native kindle documents.	1
	-- screen rotation also works as advertised: it operates as a mild zoom on both graphics and text and offsets slightly the downside of not being able to adjust the typesize on pdf documents.	1
	one nice design touch: the four-way navigation stick introduced on the kindle 2 is rotation-sensitive, and will move as expected relative to the screen rotation.	1
	-- more of the device space is devoted to the screen, while the white plastic border around the screen seems to have shrunk, both in general and compared to the proportion of screen to plastic on the kindle 2. i like this (but see below about the keyboard).	1
	-- storage: i like the increase in storage space, and don't mind the lack of an external storage card.	1
	i can see some people having trouble with this, but only those folks who either a) must regularly carry around pdf documents totalling more than 3.5 gb of space or b) must have nearly 3500 books regularly at their fingertips.	1
	i fall in neither category.	1
	cons: -- price: it's expensive, as you can tell pretty quickly.	1
	if you value the larger size, and the native pdf reader, these features may justify the roughly 30% premium you pay for the dx over the kindle 2. in truth, the dx should cost more than the kindle 2, and a 30% premium isn't unreasonable.	1
	but, for my money, amazon should drop the price on the kindle 2 to $300 or so, and charge $400 or a little less for the dx.	1
	still, i bought it, and will keep it at this price.	1
	-- one-sided navigation buttons: all of the buttons are now on the right side, and none are on the left.	1
	i'm a righty, so i shouldn't complain, but i found myself using both sides on the kindle 2. lefties have reason to complain, i think.	1
	-- one-handed handling: i often read while i walk, with my kindle in one hand, and something else in my other.	1
	because of the button layout, this will be more difficult on the dx.	1
	-- metal backing: i miss the tacky rubberized backing on my kindle 1. when i placed my kindle 1 on an inclined surface, it stayed in place.	1
	not so my kindle 2 and now my dx.	1
	this is not a complaint specific to the dx, but it's still there.	1
	neutrals (i.e.	1
	things worth noting): -- weight: the dx is heavier, noticeably so.	1
	this is only an issue if, like me, you regularly use the kindle with one hand .	1
	.	1
	.	1
	and even so, it's still doable.	1
	-- keyboard: the keyboard has 4 rows, and not 5: the top row of numbers from the kindle 1 and 2 has been merged into the top qwerty row, so that numbers are now only accessible with an alt-key combination.	1
	the keys are vertically thinner too, so that the whole keyboard is no more than 1' tall (compared to over an 1.5' on the kindle 2).	1
	at the same time, the keys themselves are a bit easier to press, a bit more protruding than on the kindle 2. for someone with big fingers (like me), this will be a slightly harder keyboard to use, but only slightly.	1
	that's all i can see.	1
	overall, the pluses outweigh the minuses for me, and i'm satisfied with my purchase.	1
	i can now think of using my dx for work documents on a regular basis, because of the pdf reader.	1
	the screen size and screen rotation make the overall reading experience more immersive.	1
	overall, the dx feels more like text and less like device and comes closer to the stated goal of the kindle: for the device to disappear, leaving only the joy of reading.       	1
	dx not quite all that.i owned the k1 and then the k2 and love them both, so i was really looking forward to the dx.	1
	my plan was to use the dx at home, and keep my k2 for carrying all over creation with me.	1
	it wasn't long, though, after my dx arrived the day before yesterday before disappointment set in.	1
	don't get me wrong, there is a lot to like about the dx: 1) pictures are awesome on it, if the publisher formats them properly.	1
	2) those who complain about darkness of text on their k2 (a problem i've never had, btw) will be thrilled by the dx's very dark text.	1
	3) the ability to rotate the screen is great.	1
	gives you a closer look at things like maps and charts.	1
	4) the browser is a bit faster than on the k1 or k2, though that isn't saying much--it is still very clunky to use.	1
	5) but web pages look pretty good on the dx.	1
	6) it holds 3500 books.	1
	but.....the dx just isn't all that.	1
	it has drawbacks that are really making me consider sending it back before my 30 days are up: 1) first and foremost, while it is true that it natively reads pdfs, it is really only a pdf *viewer*.	1
	you can't change the font size on pdfs, links will not function on them, and the ability to magnify pictures doesn't work on them either.	1
	so you better have large fonts on your pdf before you load it.	1
	looking at the pdf in horizontal mode helps a bit, but not by much.	1
	2) the dx is too big to hold comfortably.	1
	it's not really all that heavy, but it is top heavy and you feel a pull on your hands.	1
	and that pull is really evident if you try to use the keyboard while holding it--you practically have to lay the dx down flat, it becomes so difficult to type.	1
