	/hyundai/genesis/2009/consumerreview.1....htmlbad electrical systemstarted having electrical problems within four months.	1
	battery completely dicharges if vehicle is not used for 72 hours.	1
	dealership has replaced battery numerous times and they can not figure out the problem.	1
	changecd the radio/cd head unit for malfunction.replaced the central console for malfunction.	1
	seats are too small and stiff.	1
	front passenger seat has very few adjustments.	1
	air conditioning is not adequate for hot weather particularly when using in auto mode.	1
	cd functions are limited.	1
	cd does not change automatically from one disc to the next.	1
	the data stored in the memory, like phone numbers etc., are lost if you disconect the battery.favorite features:power, speed, handling.exterior stylingsuggested improvements:front seats and out side mirrors need to be improved.	1
	seats are too stiff.	1
	auto folding outside mirrors.suspension needs to be slightly softer	1
	/hyundai/genesis/2009/consumerreview.1....html6 month review of my genesissee my original review ' instant classic' on 04/21/09.	1
	i've now own my genesis 3.8 tech for nearly 6 months.	1
	no problems so far, fit, finish, ride remains top notch.	1
	the exterior design is even better than first thought while the mileage slightly less (lots of city driving) than before.	1
	the integrated bluetooth is used extensively and all autos should have them for safety in today's cell phone culture.	1
	the navigation even easier to use once you know all the short cuts i've had no problems with the suspension and the ride remains a nice balance between soft and hard.	1
	never a day goes by that someone takes a noticeable interest in my genesis, this automobile is special!!!!	1
	!favorite features:lexicon 7.1 dvd sound system.	1
	hd/xm radio.	1
	incredible night vision with adaptive headlights.	1
	interior design remains impressive.	1
	the interface has been outstanding (bluetooth, voice command etc.)	1
	cooled front driver seat and the a/c is impressive (live in s. florida).	1
	still quiet, quiet, quiet!!!	1
	!suggested improvements:cool the front passenger seat.	1
	the dvd will soon be allowed to play during driving for passengers (tech as already been developed for this).	1
	make genesis a sub luxury brand.	1
	all genesis should be sold with wings on hood, trunk and wheels.	1
	this makes the genesis stand out by itself.	1
	/hyundai/genesis/2009/consumerreview.1....htmlpleasant surprisei was looking into buy a new car.	1
	i considered the genesis brand.	1
	i changed the badge and i am happy with the car.	1
	it moves well and is comfortable.	1
	hopefully, the car will last me for quite a while.	1
	i like the back lit controls at night.	1
	really cool to drive infavorite features:engine displacement and handling.	1
	i feel very confident on the road.	1
	highway driving is really fun actually with this carsuggested improvements:the rims are a little plain.	1
	i suggest a better designed rim, though the rim quality is high.	1
	i like five pointed spokes.	1
	/hyundai/genesis/2009/consumerreview.1....htmlgreat carafter 6 months of research i bought it.	1
	has tech pkg.	1
	quite, solid, fast, head turner, comfort.	1
	i have no complaints about the ride.people has mistaken it for a mb, lexus, bentley.	1
	would be nice if the cd player was also a automatic changer.	1
	but the xm is great.favorite features:tech pkg.,xm, seats, style.suggested improvements:cd to be auto changer, sun visor extenders.	1
	/hyundai/genesis/2009/consumerreview.1....htmlgenesis - truly a beginningincredible experience!	1
	speed/power, luxury and incredible sound system.	1
	did i mention how fast it is?	1
	looked at lexusgs350 but have no regrets.	1
	car is a real head-turner.favorite features:power, luxury, audio/nav system, styling.	1
	the ride is excellent, handles extreme;y well in tight spots.suggested improvements:retractable side mirrors control, lighted home control buttons, ability to see phone book in bluetooth, remote start	1
	/hyundai/genesis/2009/consumerreview.1....htmlneeds much improvementneed hand grips on under side of steering wheel.	1
	no timer for front or rear defrosters.	1
	sunlight washes out nav screen and rear back up camera.	1
	need larger sun visors with side extenders.	1
	windshield washers only spray lower windshield.	1
	limited warranty on all electronic items.	1
	bad blind area when drivers seat is all the way back.	1
	need light under hood.	1
	rear mud guards are to small.	1
	both front seats need the same features and more thigh support.favorite features:push button starter.smooth flow of power.	1
	rear sun shade.	1
	nav system.	1
	good gas mileage.sound system.suggested improvements:use better tires dunlops are rough and hard to balance.	1
	easier steering.	1
	rides like a truck.	1
	/hyundai/genesis/2009/consumerreview.1....htmltypical hyundai, geniusno complaints whatsoever.	1
	i'm kind of a person that likes to buy based on value.	1
	of course, hyundai was the ticket.	1
	though, i was a bit skeptical about the hyundai brand, the genesis shattered my perceptions about the brand.	1
	i can not say how classy the car remains even after a few months of ownership.	1
	put a genesis badge and the car is not that much different from a bentley imo.favorite features:steering wheel has a nice soft touch.	1
	the stereo controls are a simple and intuitive.	1
	the amenities galore, wow.suggested improvements:change the badge to something artistic and symmetrical.	1
	though, i get the two people shaking hands thing with the slanted h, most consumers will not get that esoteric art.	1
	/hyundai/genesis/2009/consumerreview.1....htmlrides too rough.i bought my pre-owned 3.8 from a man who is known to be less than frugal who really 'unloaded' this beauty upon me.	1
	it is a gorgeous car, but after i drove it 850 miles it reminds me of the gorgeous, brainy woman who can't boil water.	1
	only the bmw 318i that i just sold rode worse.	1
	the suspension system is horrible.	1
	when the tires are cold you can feel every tar strip in the highway.	1
	the guys who designed the suspension should not be allowed to graduate fro high school this year.	1
	the steering is also numb and it becomes very tiring to be driving with the intent to find a good centerline feel and have that suspension fighting me.	1
	there is too much road noise being transmitted into the car.favorite features:the design statement, interior feels great.suggested improvements:redesign the whole suspension system.	1
	it rides about as bad as the bmw.	1
	the cup holders are too few in number and poorly placed.	1
	it could use a bluetooth that will download my entire address book.	1
	the one in there is a bit low tech.	1
	/hyundai/genesis/2009/consumerreview.1....htmlworth every pennyi got a genesis for my wife's birthday.	1
	she couldn't be happier with the car.	1
	it was a 3.8 l with plenty of luxury accouterments.	1
	she certainly will drive this baby for the next ten years or so.	1
	it is snowy in michigan, can this thing last in snow.	1
	well, the good thing is that the genesis was fitted with winter tires.	1
	hopefully, the rwd architecture will handle the icy conditions.favorite features:navigation is a breeze to go through.	1
	the styling is classical but understated.	1
	the eight airbags and overall safety features is a + for the wife and kids.suggested improvements:the seats are a little too stiff for my liking.	1
	i generally like plush seats, as in my old american cars.	1
	but that complaint is more of a nitpick.	1
	i'd like to download more media files onto the hard disk of the onboard computer.	1
	the dvd player should play when driving.	1
	/hyundai/genesis/2009/consumerreview.1....htmlhappy with cari needed a new car, since i drive pretty often in the new york metropolitan area.	1
	found this beauty of a car.	1
	the 3.6 l v6 with technology.	1
	i can not find a negative quotient or facet where this car lacks.	1
