	bad electrical system.started having electrical problems within four months.	1
	battery completely dicharges if vehicle is not used for 72 hours.	1
	dealership has replaced battery numerous times and they can not figure out the problem.	1
	changecd the radio/cd head unit for malfunction.replaced the central console for malfunction.	1
	seats are too small and stiff.	1
	front passenger seat has very few adjustments.	1
	air conditioning is not adequate for hot weather particularly when using in auto mode.	1
	cd functions are limited.	1
	cd does not change automatically from one disc to the next.	1
	the data stored in the memory, like phone numbers etc., are lost if you disconect the battery.favorite features:power, speed, handling.exterior stylingsuggested improvements:front seats and out side mirrors need to be improved.	1
	seats are too stiff.	1
	auto folding outside mirrors.suspension needs to be slightly softer	1
	6 month review of my genesis.see my original review ' instant classic' on 04/21/09.	1
	i've now own my genesis 3.8 tech for nearly 6 months.	1
	no problems so far, fit, finish, ride remains top notch.	1
	the exterior design is even better than first thought while the mileage slightly less (lots of city driving) than before.	1
	the integrated bluetooth is used extensively and all autos should have them for safety in today's cell phone culture.	1
	the navigation even easier to use once you know all the short cuts i've had no problems with the suspension and the ride remains a nice balance between soft and hard.	1
	never a day goes by that someone takes a noticeable interest in my genesis, this automobile is special!!!!	1
	!favorite features:lexicon 7.1 dvd sound system.	1
	hd/xm radio.	1
	incredible night vision with adaptive headlights.	1
	interior design remains impressive.	1
	the interface has been outstanding (bluetooth, voice command etc.)	1
	cooled front driver seat and the a/c is impressive (live in s. florida).	1
	still quiet, quiet, quiet!!!	1
	!suggested improvements:cool the front passenger seat.	1
	the dvd will soon be allowed to play during driving for passengers (tech as already been developed for this).	1
	make genesis a sub luxury brand.	1
	all genesis should be sold with wings on hood, trunk and wheels.	1
	this makes the genesis stand out by itself.	1
	pleasant surprise.i was looking into buy a new car.	1
	i considered the genesis brand.	1
	i changed the badge and i am happy with the car.	1
	it moves well and is comfortable.	1
	hopefully, the car will last me for quite a while.	1
	i like the back lit controls at night.	1
	really cool to drive infavorite features:engine displacement and handling.	1
	i feel very confident on the road.	1
	highway driving is really fun actually with this carsuggested improvements:the rims are a little plain.	1
	i suggest a better designed rim, though the rim quality is high.	1
	i like five pointed spokes.	1
	great car.after 6 months of research i bought it.	1
	has tech pkg.	1
	quite, solid, fast, head turner, comfort.	1
	i have no complaints about the ride.people has mistaken it for a mb, lexus, bentley.	1
	would be nice if the cd player was also a automatic changer.	1
	but the xm is great.favorite features:tech pkg.,xm, seats, style.suggested improvements:cd to be auto changer, sun visor extenders.	1
	genesis - truly a beginning.incredible experience!	1
	speed/power, luxury and incredible soundsystem.	1
	did i mention how fast it is?	1
	looked at lexus gs350 but have no regrets.	1
	car is a real head-turner.favorite features:power, luxury, audio/nav system, styling.	1
	the ride is excellent, handles extreme;y well in tight spots.suggested improvements:retractable side mirrors control, lighted home control buttons, ability to see phone book in bluetooth, remote start	1
	needs much improvement.need hand grips on under side of steering wheel.	1
	no timer for front or rear defrosters.	1
	sunlight washes out nav screen and rear back up camera.	1
	need larger sun visors with side extenders.	1
	windshield washers only spray lower windshield.	1
	limited warranty on all electronic items.	1
	bad blind area when drivers seat is all the way back.	1
	need light under hood.	1
	rear mud guards are to small.	1
	both front seats need the same features and more thigh support.favorite features:push button starter.smooth flow of power.	1
	rear sun shade.	1
	nav system.	1
	good gas mileage.sound system.suggested improvements:use better tires dunlops are rough and hard to balance.	1
	easier steering.	1
	rides like a truck.	1
	typical hyundai, genius.no complaints whatsoever.	1
	i'm kind of a person that likes to buy based on value.	1
	of course, hyundai was the ticket.	1
	though, i was a bit skeptical about the hyundai brand, the genesis shattered my perceptions about the brand.	1
	i can not say how classy the car remains even after a few months of ownership.	1
	put a genesis badge and the car is not that much different from a bentley imo.favorite features:steering wheel has a nice soft touch.	1
	the stereo controls are a simple and intuitive.	1
	the amenities galore, wow.suggested improvements:change the badge to something artistic and symmetrical.	1
	though, i get the two people shaking hands thing with the slanted h, most consumers will not get that esoteric art.	1
	rides too rough..i bought my pre-owned 3.8 from a man who is known to be less than frugal who really 'unloaded' this beauty upon me.	1
	it is a gorgeous car, but after i drove it 850 miles it reminds me of the gorgeous, brainy woman who can't boil water.	1
	only the bmw 318i that i just sold rode worse.	1
	the suspension system is horrible.	1
	when the tires are cold you can feel every tar strip in the highway.	1
	the guys who designed the suspension should not be allowed to graduate fro high school this year.	1
	the steering is also numb and it becomes very tiring to be driving with the intent to find a good centerline feel and have that suspension fighting me.	1
	there is too much road noise being transmitted into the car.favorite features:the design statement, interior feels great.suggested improvements:redesign the whole suspension system.	1
	it rides about as bad as the bmw.	1
	the cup holders are too few in number and poorly placed.	1
	it could use a bluetooth that will download my entire address book.	1
	the one in there is a bit low tech.	1
	worth every penny.i got a genesis for my wife's birthday.	1
	she couldn't be happier with the car.	1
	it was a 3.8 l with plenty of luxury accouterments.	1
	she certainly will drive this baby for the next ten years or so.	1
	it is snowy in michigan, can this thing last in snow.	1
	well, the good thing is that the genesis was fitted with winter tires.	1
	hopefully, the rwd architecture will handle the icy conditions.favorite features:navigation is a breeze to go through.	1
	the styling is classical but understated.	1
	the eight airbags and overall safety features is a + for the wife and kids.suggested improvements:the seats are a little too stiff for my liking.	1
	i generally like plush seats, as in my old american cars.	1
	but that complaint is more of a nitpick.	1
	i'd like to download more media files onto the hard disk of the onboard computer.	1
	the dvd player should play when driving.	1
	happy with car.i needed a new car, since i drive pretty often in the new york metropolitan area.	1
	found this beauty of a car.	1
	the 3.6 l v6 with technology.	1
	i can not find a negative quotient or facet where this car lacks.	1
	it's plenty big, plenty strong and comfortable for the long trips down route 80 and i-95.favorite features:steering feel is ver precise for a hyundai.	1
	the sensitivity of the wheel column makes the driving experience much easier.	1
	the back lit nights during long trips make it look very chic.suggested improvements:heated and cooled seats for both passengers is a suggestion of mine.	1
	beginning of a beautiful relationship.you know, things aren't always what they seem.	1
	i've been driving caddy's for a quite a while in my life time.	1
	i'm an ol timer, not too old.	1
	but i gotta say that this vehicle really took me by surprise.	1
	seeing the way how korea has become a modern country.	1
	i can not be surprised to see the level of development in their car manufacturing.	1
	i got this 3.8 for about 37,500 at iowa city.	1
	it is a great deal.	1
	it reminds me of 1988 all over again.favorite features:the general clean and acceptable interface of the car design.	1
	the outside is bent on telling a person that, i am one serious driving machine.	1
	the inside is a place of nice diversion.	1
	where i can listen quietly to high end classical music.suggested improvements:the ride, as some people say is on the stiffer end.	1
	i lowered the pressure on my tires to improve the ride.	1
	i do insist on hyundai to listen to more customer input regarding ride comfort.	1
	it's a great vehicle.got this beauty for 38,000 with the tech package.	1
	i couldn't be any happier.	1
	the thing moves and is very nice to be inside.	1
	looking forward to future hyundai vehicles.	1
	especially the equus.favorite features:the heated and cooled seats: rear window shades: cup holders for back seats: luxo-like ride, especially in the back: 293 bhp: 25 mpg in the highwaysuggested improvements:the style is a little derivative.	1
	i like the mercedes like front grill.	1
	but the back looks too much like a bmw.	1
	get some creative s.korean designers to draw the back end.	1
	this car is a contender.i got this car yesterday after test driving this vehicle.	1
	i certainly can say that the genesis has a one of a kind personality.	1
	though the car feels much more expensive, with luxurious appointments, the price paid was only 41,500 with all the options laid out.favorite features:bluetooth for multi-tasking and a very easy navigation system.	1
	the car is very comfortable.	1
	and, the back-seat drivers feel chauffeured to their way a destination.	1
	the interior size is truly a nice thing to appreciate extremely safe car.suggested improvements:ummm...... maybe i should have waited for the 2010 genesis.	1
	hyundai is developing a state-of-the-art 6 speed transmission which will be butter smooth.	1
	as well, as more fuel efficient.	1
	the break feel can improve a slight touch.	1
	incredible car for the money.have had mine for only 3 weeks but i am loving this car.	1
	i am constantly being stopped in the parking lot to find out what kind of car it is.	1
	it is roomy, powerful, and luxurious.	1
	i drove lexus e350, infiniti m35, bmw 535 and this.	1
	bought the hyundai the next week and have no regrets.	1
	it stands out in the crowd of those cars on the road and is much less expensive.	1
	the ride quality is excellent in my opinion.	1
	i ride normal roads, some good and some bad, but i don't see where people are coming from in saying the ride quality is bad.	1
	this is a helluva car.favorite features:ac seat, rear camera, lexicon sound system is incredible, powerful engine,quick braking, telescoping headlamps.suggested improvements:address book sync for bluetooth enabled phone.	1
	larger cup holders.	1
	homerun of a deal.i got my 3.8 with the technology package and i can not say enough about the car.	1
	i also deflated the tire pressure to improve passenger comfort.	1
	it is interesting to hear people complain about the suspension, when in fact hondas, mazdas, and now fords ride give me a backache every time i drive one.	1
	the dealership experience was solid.	1
	it felt like i was getting a luxury car at a costco.	1
	there was nothing wrong with the dealers at hyundai.	1
	they treated me well, they knew the details about the genesis.	1
	as well, they did not rush me or push me to make a purchase on the hyundai.favorite features:good interior appointments and bluetooth/mp3 integration.	1
	the navigation system is a breeze to use.	1
	and the car is truly spacious.	1
	good handling car with that independent five link suspension.	1
	the doors slam with a solid thud.	1
	as well the car is very well built.suggested improvements:soften the ride a little bit.	1
